Person,Date,Activity,Activity Duration
58,2024-03-08,Meal,0.5
58,2024-03-08,On Queue,7.5
58,2024-03-11,Break,0.5
58,2024-03-11,Meal,0.5
58,2024-03-11,On Queue,7.5
58,2024-03-12,Break,0.5
58,2024-03-12,Meal,0.5
58,2024-03-12,On Queue,7.5
58,2024-03-13,Break,0.5
58,2024-03-13,Meal,0.5
58,2024-03-13,On Queue,7.5
58,2024-03-14,Break,0.5
58,2024-03-14,Meal,0.5
58,2024-03-14,On Queue,7.5
58,2024-03-15,Break,0.5
58,2024-03-15,Meal,0.5
58,2024-03-15,On Queue,7.5
58,2024-03-18,Break,0.5
58,2024-03-18,Meal,0.5
58,2024-03-18,On Queue,7.5
58,2024-03-19,Break,0.5
58,2024-03-19,Meal,0.5
58,2024-03-19,On Queue,7.5
58,2024-03-20,Break,0.5
58,2024-03-20,Meal,0.5
58,2024-03-20,Meeting,0.5
58,2024-03-20,On Queue,7.0
58,2024-03-21,Break,0.5
58,2024-03-21,Meal,0.5
58,2024-03-21,On Queue,7.5
58,2024-03-22,Break,0.5
58,2024-03-22,Meal,0.5
58,2024-03-22,On Queue,7.5
59,2024-03-02,Break,0.5
59,2024-03-02,Meal,0.5
59,2024-03-02,Program Training,7.5
59,2024-03-04,Break,0.5
59,2024-03-04,Meal,0.5
59,2024-03-04,On Queue,7.5
59,2024-03-05,Break,0.5
59,2024-03-05,Meal,0.5
59,2024-03-05,On Queue,7.5
59,2024-03-07,Break,0.5
59,2024-03-07,Meal,0.5
59,2024-03-07,On Queue,7.5
59,2024-03-08,Break,0.5
59,2024-03-08,Meal,0.5
59,2024-03-08,On Queue,7.5
59,2024-03-09,Break,0.5
59,2024-03-09,Meal,0.5
59,2024-03-09,Program Training,7.5
59,2024-03-11,Break,0.5
59,2024-03-11,Meal,0.5
59,2024-03-11,On Queue,7.5
59,2024-03-12,Break,0.5
59,2024-03-12,Meal,0.5
59,2024-03-12,On Queue,7.0
59,2024-03-12,Time Off,0.5
59,2024-03-14,Break,0.5
59,2024-03-14,Meal,0.5
59,2024-03-14,On Queue,5.5
59,2024-03-14,Program Training,2.0
59,2024-03-15,Break,0.5
59,2024-03-15,Meal,0.5
59,2024-03-15,On Queue,5.5
59,2024-03-15,Program Training,2.0
59,2024-03-16,Break,0.5
59,2024-03-16,Meal,0.5
59,2024-03-16,Program Training,7.5
59,2024-03-18,Break,0.5
59,2024-03-18,Meal,0.5
59,2024-03-18,On Queue,7.5
59,2024-03-19,Break,0.5
59,2024-03-19,Meal,0.5
59,2024-03-19,On Queue,5.5
59,2024-03-19,Program Training,2.0
59,2024-03-21,Break,0.5
59,2024-03-21,Meal,0.5
59,2024-03-21,Meeting,0.5
59,2024-03-21,On Queue,7.0
59,2024-03-22,Break,0.5
59,2024-03-22,Meal,0.5
59,2024-03-22,On Queue,7.5
59,2024-03-23,Break,0.5
59,2024-03-23,Meal,0.5
59,2024-03-23,On Queue,7.5
