Date,Weekday,Person,Shift Start Time,Shift End Time,Activity,Activity Start Time,Activity End Time,Day Off
2024-03-04,Monday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,15:45:00,
2024-03-04,Monday,Person 9,11:30:00,20:00:00,Meal,15:45:00,16:15:00,
2024-03-04,Monday,Person 9,11:30:00,20:00:00,On Queue,16:15:00,18:00:00,
2024-03-04,Monday,Person 9,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-04,Monday,Person 9,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,On Queue,16:30:00,17:45:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-05,Tuesday,Person 9,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:00:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,Meal,15:00:00,15:30:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,On Queue,15:30:00,17:45:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-06,Wednesday,Person 9,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,On Queue,16:30:00,18:00:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-07,Thursday,Person 9,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,15:15:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,On Queue,15:45:00,18:30:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,Break,18:30:00,18:45:00,
2024-03-08,Friday,Person 9,11:30:00,20:00:00,On Queue,18:45:00,20:00:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:15:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,On Queue,15:45:00,17:30:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,Break,17:30:00,17:45:00,
2024-03-11,Monday,Person 9,11:30:00,20:00:00,On Queue,17:45:00,20:00:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:30:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,On Queue,16:00:00,17:45:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-12,Tuesday,Person 9,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,On Queue,16:30:00,17:45:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-13,Wednesday,Person 9,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,15:45:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,Meal,15:45:00,16:15:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,On Queue,16:15:00,18:15:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-03-14,Thursday,Person 9,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:15:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,On Queue,15:45:00,18:00:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-15,Friday,Person 9,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,15:00:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,Meal,15:00:00,15:30:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,On Queue,15:30:00,18:15:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-03-18,Monday,Person 9,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:15:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,On Queue,15:45:00,17:45:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-19,Tuesday,Person 9,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,15:15:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,On Queue,15:45:00,16:00:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,Meeting,16:00:00,16:30:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,On Queue,16:30:00,18:30:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,Break,18:30:00,18:45:00,
2024-03-20,Wednesday,Person 9,11:30:00,20:00:00,On Queue,18:45:00,20:00:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,On Queue,13:30:00,15:45:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,Meal,15:45:00,16:15:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,On Queue,16:15:00,18:30:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,Break,18:30:00,18:45:00,
2024-03-21,Thursday,Person 9,11:30:00,20:00:00,On Queue,18:45:00,20:00:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,On Queue,13:15:00,14:45:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,Program Training,14:45:00,16:15:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,On Queue,16:15:00,16:30:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,Meal,16:30:00,17:00:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,On Queue,17:00:00,18:00:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-22,Friday,Person 9,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:30:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,Break,09:30:00,09:45:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,On Queue,09:45:00,10:45:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,13:15:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,Break,13:15:00,13:30:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,On Queue,13:30:00,15:45:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,Break,15:45:00,16:00:00,
2024-02-26,Monday,Person 10,07:00:00,17:30:00,On Queue,16:00:00,17:30:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:30:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,Break,08:30:00,08:45:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,On Queue,08:45:00,10:30:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:30:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,Break,13:30:00,13:45:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,On Queue,13:45:00,15:15:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-02-27,Tuesday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:30:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,Break,08:30:00,08:45:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,On Queue,08:45:00,10:45:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,13:00:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,Absent,13:00:00,15:30:00,
2024-02-28,Wednesday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:30:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:15:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,Break,13:15:00,13:30:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,On Queue,13:30:00,15:30:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,Break,15:30:00,15:45:00,
2024-02-29,Thursday,Person 10,07:00:00,17:30:00,On Queue,15:45:00,17:30:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,10:00:00,12:00:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Break,12:00:00,12:15:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,12:15:00,14:30:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,15:00:00,16:30:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Break,16:30:00,16:45:00,
2024-03-02,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,16:45:00,18:30:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:45:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,Break,08:45:00,09:00:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,On Queue,09:00:00,10:30:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:45:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,Break,13:45:00,14:00:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,On Queue,14:00:00,15:30:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,Break,15:30:00,15:45:00,
2024-03-04,Monday,Person 10,07:00:00,17:30:00,On Queue,15:45:00,17:30:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,On Queue,07:00:00,09:00:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Break,09:00:00,09:15:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,On Queue,09:15:00,10:45:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Meal,10:45:00,11:15:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,On Queue,11:15:00,13:00:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Break,13:00:00,13:15:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,On Queue,13:15:00,15:00:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Break,15:00:00,15:15:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,On Queue,15:15:00,17:30:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Unavailable,17:30:00,18:30:00,
2024-03-05,Tuesday,Person 10,07:00:00,21:30:00,Extra Hours,18:30:00,21:30:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,On Queue,07:00:00,09:00:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Break,09:00:00,09:15:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,On Queue,09:15:00,10:45:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Meal,10:45:00,11:15:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,On Queue,11:15:00,13:45:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Break,13:45:00,14:00:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,On Queue,14:00:00,15:30:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Break,15:30:00,15:45:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,On Queue,15:45:00,17:30:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Unavailable,17:30:00,18:30:00,
2024-03-06,Wednesday,Person 10,07:00:00,21:30:00,Extra Hours,18:30:00,21:30:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:00:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,Break,09:00:00,09:15:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,On Queue,09:15:00,10:30:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:00:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,Break,13:00:00,13:15:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,On Queue,13:15:00,15:45:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,Break,15:45:00,16:00:00,
2024-03-07,Thursday,Person 10,07:00:00,17:30:00,On Queue,16:00:00,17:30:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:45:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,14:00:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,Break,14:00:00,14:15:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,On Queue,14:15:00,15:15:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-03-11,Monday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:30:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,Break,08:30:00,08:45:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,On Queue,08:45:00,11:00:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,Meal,11:00:00,11:30:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,On Queue,11:30:00,13:15:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,Break,13:15:00,13:30:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,On Queue,13:30:00,15:45:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,Break,15:45:00,16:00:00,
2024-03-12,Tuesday,Person 10,07:00:00,17:30:00,On Queue,16:00:00,17:30:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:45:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,14:00:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,Break,14:00:00,14:15:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,On Queue,14:15:00,15:15:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-03-13,Wednesday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:30:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,12:45:00,
2024-03-14,Thursday,Person 10,07:00:00,17:30:00,Absent,12:45:00,17:30:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,10:00:00,12:15:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Break,12:15:00,12:30:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,12:30:00,14:45:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Meal,14:45:00,15:15:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,15:15:00,16:45:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-03-16,Saturday,Person 10,10:00:00,18:30:00,Extra Hours,17:00:00,18:30:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:30:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:45:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,Break,13:45:00,14:00:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,On Queue,14:00:00,15:45:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,Break,15:45:00,16:00:00,
2024-03-18,Monday,Person 10,07:00:00,17:30:00,On Queue,16:00:00,17:30:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:30:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,Break,08:30:00,08:45:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,On Queue,08:45:00,10:45:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,13:45:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,Break,13:45:00,14:00:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,On Queue,14:00:00,15:15:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-03-19,Tuesday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,08:00:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,Meeting,08:00:00,08:30:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,08:30:00,09:15:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:45:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,Meal,10:45:00,11:15:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,11:15:00,13:00:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,Break,13:00:00,13:15:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,13:15:00,15:15:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-03-20,Wednesday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,On Queue,07:00:00,09:15:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,Break,09:15:00,09:30:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,On Queue,09:30:00,10:30:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,Meal,10:30:00,11:00:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,On Queue,11:00:00,13:45:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,Break,13:45:00,14:00:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,On Queue,14:00:00,15:15:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,Break,15:15:00,15:30:00,
2024-03-21,Thursday,Person 10,07:00:00,17:30:00,On Queue,15:30:00,17:30:00,
2024-03-01,Friday,Person 11,15:00:00,20:00:00,On Queue,15:00:00,18:00:00,
2024-03-01,Friday,Person 11,15:00:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-01,Friday,Person 11,15:00:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,07:00:00,09:15:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,Break,09:15:00,09:30:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,09:30:00,11:30:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,Break,11:30:00,11:45:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,11:45:00,14:30:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,Meal,14:30:00,15:00:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,15:00:00,18:30:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,Break,18:30:00,18:45:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,18:45:00,21:30:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,Break,21:30:00,21:45:00,
2024-03-02,Saturday,Person 11,07:00:00,23:00:00,On Queue,21:45:00,23:00:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,07:00:00,09:00:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,Break,09:00:00,09:15:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,09:15:00,11:45:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,Break,11:45:00,12:00:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,12:00:00,15:00:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,Meal,15:00:00,15:30:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,15:30:00,17:30:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,Break,17:30:00,17:45:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,17:45:00,20:30:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,Break,20:30:00,20:45:00,
2024-03-03,Sunday,Person 11,07:00:00,23:00:00,On Queue,20:45:00,23:00:00,
2024-03-08,Friday,Person 11,15:00:00,20:22:00,On Queue,15:00:00,15:58:00,
2024-03-08,Friday,Person 11,15:00:00,20:22:00,Absent,15:58:00,20:00:00,
2024-03-08,Friday,Person 11,15:00:00,20:22:00,On Queue,20:00:00,20:22:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,On Queue,07:00:00,09:15:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,Break,09:15:00,09:30:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,On Queue,09:30:00,11:30:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,Break,11:30:00,11:45:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,On Queue,11:45:00,14:30:00,
2024-03-09,Saturday,Person 11,07:00:00,23:00:00,Meal,14:30:00,15:00:00,
