Date,Weekday,Person,Shift Start Time,Shift End Time,Activity,Activity Start Time,Activity End Time,Day Off
2024-02-26,Monday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:15:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-02-26,Monday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,21:45:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,Break,21:45:00,22:00:00,
2024-02-27,Tuesday,Person 1,15:30:00,00:00:00,On Queue,22:00:00,00:00:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:30:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,Break,22:30:00,22:45:00,
2024-02-28,Wednesday,Person 1,15:30:00,00:00:00,On Queue,22:45:00,00:00:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,19:45:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,Meal,19:45:00,20:15:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,On Queue,20:15:00,22:15:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-02-29,Thursday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:00:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,Break,17:00:00,17:15:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,On Queue,17:15:00,20:00:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:15:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-01,Friday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,21:45:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,Break,21:45:00,22:00:00,
2024-03-04,Monday,Person 1,15:30:00,00:00:00,On Queue,22:00:00,00:00:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,19:45:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,Meal,19:45:00,20:15:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,On Queue,20:15:00,22:00:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,Break,22:00:00,22:15:00,
2024-03-05,Tuesday,Person 1,15:30:00,00:00:00,On Queue,22:15:00,00:00:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:00:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,Break,17:00:00,17:15:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,On Queue,17:15:00,19:45:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,Meal,19:45:00,20:15:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,On Queue,20:15:00,22:15:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-06,Wednesday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,19:45:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,Meal,19:45:00,20:15:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,On Queue,20:15:00,22:15:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-07,Thursday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:15:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-08,Friday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,21:30:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,Break,21:30:00,21:45:00,
2024-03-11,Monday,Person 1,15:30:00,00:00:00,On Queue,21:45:00,00:00:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,19:45:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,Meal,19:45:00,20:15:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,On Queue,20:15:00,22:30:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,Break,22:30:00,22:45:00,
2024-03-12,Tuesday,Person 1,15:30:00,00:00:00,On Queue,22:45:00,00:00:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,21:45:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,Break,21:45:00,22:00:00,
2024-03-13,Wednesday,Person 1,15:30:00,00:00:00,On Queue,22:00:00,00:00:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:15:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-14,Thursday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:30:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,Break,22:30:00,22:45:00,
2024-03-15,Friday,Person 1,15:30:00,00:00:00,On Queue,22:45:00,00:00:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Extra Hours,10:00:00,11:45:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Extra Hours,12:00:00,14:15:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Meal,14:15:00,14:45:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Extra Hours,14:45:00,16:15:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Break,16:15:00,16:30:00,
2024-03-16,Saturday,Person 1,10:00:00,18:30:00,Extra Hours,16:30:00,18:30:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:15:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-18,Monday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:00:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,Break,17:00:00,17:15:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,On Queue,17:15:00,20:00:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:30:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,Break,22:30:00,22:45:00,
2024-03-19,Tuesday,Person 1,15:30:00,00:00:00,On Queue,22:45:00,00:00:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:00:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,Break,22:00:00,22:15:00,
2024-03-20,Wednesday,Person 1,15:30:00,00:00:00,On Queue,22:15:00,00:00:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,Meeting,15:30:00,16:00:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,On Queue,16:00:00,17:15:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,20:00:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,Meal,20:00:00,20:30:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,On Queue,20:30:00,22:30:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,Break,22:30:00,22:45:00,
2024-03-21,Thursday,Person 1,15:30:00,00:00:00,On Queue,22:45:00,00:00:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,On Queue,15:30:00,17:15:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,Break,17:15:00,17:30:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,On Queue,17:30:00,19:00:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,Meal,19:00:00,19:30:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,On Queue,19:30:00,22:15:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,Break,22:15:00,22:30:00,
2024-03-22,Friday,Person 1,15:30:00,00:00:00,On Queue,22:30:00,00:00:00,
2024-02-26,Monday,Person 2,,,,,,full day off - Absent
2024-02-27,Tuesday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:15:00,
2024-02-27,Tuesday,Person 2,07:30:00,11:30:00,Break,09:15:00,09:30:00,
2024-02-27,Tuesday,Person 2,07:30:00,11:30:00,On Queue,09:30:00,11:30:00,
2024-02-28,Wednesday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,08:45:00,
2024-02-28,Wednesday,Person 2,07:30:00,11:30:00,Break,08:45:00,09:00:00,
2024-02-28,Wednesday,Person 2,07:30:00,11:30:00,On Queue,09:00:00,11:30:00,
2024-02-29,Thursday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:00:00,
2024-02-29,Thursday,Person 2,07:30:00,11:30:00,Break,09:00:00,09:15:00,
2024-02-29,Thursday,Person 2,07:30:00,11:30:00,On Queue,09:15:00,11:30:00,
2024-03-01,Friday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,08:45:00,
2024-03-01,Friday,Person 2,07:30:00,11:30:00,Break,08:45:00,09:00:00,
2024-03-01,Friday,Person 2,07:30:00,11:30:00,On Queue,09:00:00,11:30:00,
2024-03-04,Monday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:15:00,
2024-03-04,Monday,Person 2,07:30:00,11:30:00,Break,09:15:00,09:30:00,
2024-03-04,Monday,Person 2,07:30:00,11:30:00,On Queue,09:30:00,11:30:00,
2024-03-05,Tuesday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,08:45:00,
2024-03-05,Tuesday,Person 2,07:30:00,11:30:00,Break,08:45:00,09:00:00,
2024-03-05,Tuesday,Person 2,07:30:00,11:30:00,On Queue,09:00:00,11:30:00,
2024-03-06,Wednesday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:15:00,
2024-03-06,Wednesday,Person 2,07:30:00,11:30:00,Break,09:15:00,09:30:00,
2024-03-06,Wednesday,Person 2,07:30:00,11:30:00,On Queue,09:30:00,11:30:00,
2024-03-07,Thursday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:15:00,
2024-03-07,Thursday,Person 2,07:30:00,11:30:00,Break,09:15:00,09:30:00,
2024-03-07,Thursday,Person 2,07:30:00,11:30:00,On Queue,09:30:00,11:30:00,
2024-03-08,Friday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,08:45:00,
2024-03-08,Friday,Person 2,07:30:00,11:30:00,Break,08:45:00,09:00:00,
2024-03-08,Friday,Person 2,07:30:00,11:30:00,On Queue,09:00:00,11:30:00,
2024-03-11,Monday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:00:00,
2024-03-11,Monday,Person 2,07:30:00,11:30:00,Break,09:00:00,09:15:00,
2024-03-11,Monday,Person 2,07:30:00,11:30:00,On Queue,09:15:00,11:30:00,
2024-03-12,Tuesday,Person 2,,,,,,full day off - Absent
2024-03-13,Wednesday,Person 2,07:30:00,11:30:00,On Queue,07:30:00,09:15:00,
2024-03-13,Wednesday,Person 2,07:30:00,11:30:00,Break,09:15:00,09:30:00,
2024-03-13,Wednesday,Person 2,07:30:00,11:30:00,On Queue,09:30:00,11:30:00,
2024-03-14,Thursday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,09:30:00,
2024-03-14,Thursday,Person 2,08:00:00,12:00:00,Break,09:30:00,09:45:00,
2024-03-14,Thursday,Person 2,08:00:00,12:00:00,On Queue,09:45:00,12:00:00,
2024-03-15,Friday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,09:45:00,
2024-03-15,Friday,Person 2,08:00:00,12:00:00,Break,09:45:00,10:00:00,
2024-03-15,Friday,Person 2,08:00:00,12:00:00,On Queue,10:00:00,12:00:00,
2024-03-18,Monday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,10:00:00,
2024-03-18,Monday,Person 2,08:00:00,12:00:00,Break,10:00:00,10:15:00,
2024-03-18,Monday,Person 2,08:00:00,12:00:00,On Queue,10:15:00,12:00:00,
2024-03-19,Tuesday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,09:45:00,
2024-03-19,Tuesday,Person 2,08:00:00,12:00:00,Break,09:45:00,10:00:00,
2024-03-19,Tuesday,Person 2,08:00:00,12:00:00,On Queue,10:00:00,12:00:00,
2024-03-20,Wednesday,Person 2,08:00:00,12:00:00,Meeting,08:00:00,08:30:00,
2024-03-20,Wednesday,Person 2,08:00:00,12:00:00,On Queue,08:30:00,09:45:00,
2024-03-20,Wednesday,Person 2,08:00:00,12:00:00,Break,09:45:00,10:00:00,
2024-03-20,Wednesday,Person 2,08:00:00,12:00:00,On Queue,10:00:00,12:00:00,
2024-03-21,Thursday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,09:45:00,
2024-03-21,Thursday,Person 2,08:00:00,12:00:00,Break,09:45:00,10:00:00,
2024-03-21,Thursday,Person 2,08:00:00,12:00:00,On Queue,10:00:00,12:00:00,
2024-03-22,Friday,Person 2,08:00:00,12:00:00,On Queue,08:00:00,09:45:00,
2024-03-22,Friday,Person 2,08:00:00,12:00:00,Break,09:45:00,10:00:00,
2024-03-22,Friday,Person 2,08:00:00,12:00:00,On Queue,10:00:00,10:30:00,
2024-03-22,Friday,Person 2,08:00:00,12:00:00,Program Training,10:30:00,12:00:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,On Queue,13:15:00,15:30:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,On Queue,16:00:00,18:15:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-02-26,Monday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,On Queue,16:30:00,17:16:00,
2024-02-27,Tuesday,Person 3,11:30:00,20:00:00,Absent,17:16:00,20:00:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,On Queue,16:30:00,18:15:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-02-28,Wednesday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:45:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,Meal,15:45:00,16:15:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,On Queue,16:15:00,18:15:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-02-29,Thursday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-01,Friday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-01,Friday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-01,Friday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:33:00,
2024-03-01,Friday,Person 3,11:30:00,20:00:00,Absent,15:33:00,18:00:00,
2024-03-01,Friday,Person 3,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,On Queue,13:15:00,15:30:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,On Queue,16:00:00,18:00:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-04,Monday,Person 3,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,On Queue,13:15:00,15:15:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,Meal,15:15:00,15:45:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,On Queue,15:45:00,17:30:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,Break,17:30:00,17:45:00,
2024-03-05,Tuesday,Person 3,11:30:00,20:00:00,On Queue,17:45:00,20:00:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:30:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,On Queue,16:00:00,17:30:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,Break,17:30:00,17:45:00,
2024-03-06,Wednesday,Person 3,11:30:00,20:00:00,On Queue,17:45:00,20:00:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,16:00:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,On Queue,16:30:00,18:15:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-03-07,Thursday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-08,Friday,Person 3,11:30:00,20:00:00,Absent,11:30:00,15:30:00,
2024-03-08,Friday,Person 3,11:30:00,20:00:00,On Queue,15:30:00,17:45:00,
2024-03-08,Friday,Person 3,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-08,Friday,Person 3,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,On Queue,13:15:00,15:30:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,On Queue,16:00:00,18:15:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-03-11,Monday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:45:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,Meal,15:45:00,16:15:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,On Queue,16:15:00,18:00:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,Break,18:00:00,18:15:00,
2024-03-12,Tuesday,Person 3,11:30:00,20:00:00,On Queue,18:15:00,20:00:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:30:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,Meal,15:30:00,16:00:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,On Queue,16:00:00,17:45:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,Break,17:45:00,18:00:00,
2024-03-13,Wednesday,Person 3,11:30:00,20:00:00,On Queue,18:00:00,20:00:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:00:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,Break,13:00:00,13:15:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,On Queue,13:15:00,16:00:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,Meal,16:00:00,16:30:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,On Queue,16:30:00,18:15:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,Break,18:15:00,18:30:00,
2024-03-14,Thursday,Person 3,11:30:00,20:00:00,On Queue,18:30:00,20:00:00,
2024-03-15,Friday,Person 3,11:30:00,20:00:00,On Queue,11:30:00,13:15:00,
2024-03-15,Friday,Person 3,11:30:00,20:00:00,Break,13:15:00,13:30:00,
2024-03-15,Friday,Person 3,11:30:00,20:00:00,On Queue,13:30:00,15:45:00,
